Proteins,Degree,Closeness,Betweenness,Eigenvector,Harmonic,Hub_Score,Authority_Score,Page_Rank,Power_Centrality
ENSP00000475814,14.000,0.206,14953.426,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000475924,6.000,0.197,182.684,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000475939,2.000,0.206,0.000,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000476100,2.000,0.177,0.000,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000476117,2.000,0.188,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000476136,10.000,0.230,232.131,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000476140,8.000,0.220,0.000,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000476145,2.000,0.197,0.000,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000476176,4.000,0.211,0.000,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000476228,8.000,0.207,0.000,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000476295,4.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000476369,4.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000476384,4.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000476386,8.000,0.191,3559.370,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000476412,12.000,0.200,29070.209,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000476480,4.000,0.194,74.027,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000476519,2.000,0.200,0.000,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000476672,2.000,0.142,0.000,0.000,0.140,0.000,0.000,0.000,0.000
ENSP00000476742,2.000,0.214,0.000,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000476746,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000476815,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000476948,6.000,0.156,2925.110,0.000,0.155,0.000,0.000,0.000,0.000
ENSP00000477141,2.000,0.193,0.000,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000477213,2.000,0.194,0.000,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000477310,2.000,0.181,0.000,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000477341,4.000,0.188,0.000,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000477344,4.000,0.188,0.000,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000477352,2.000,0.164,0.000,0.000,0.162,0.000,0.000,0.000,0.000
ENSP00000477437,6.000,0.207,0.000,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000477455,8.000,0.207,0.667,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000477502,8.000,0.184,8524.118,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000477507,2.000,0.216,0.000,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000477527,4.000,0.194,233.238,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000477530,4.000,0.194,233.238,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000477538,2.000,0.155,0.000,0.000,0.154,0.000,0.000,0.000,0.000
ENSP00000477548,14.000,0.238,3115.553,0.002,0.242,0.002,0.002,0.000,0.000
ENSP00000477563,6.000,0.201,0.000,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000477572,4.000,0.188,25334.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000477587,2.000,0.158,0.000,0.000,0.156,0.000,0.000,0.000,0.000
ENSP00000477613,6.000,0.206,26806.932,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000477627,8.000,0.211,0.000,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000477648,2.000,0.183,0.000,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000477707,2.000,0.178,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000477713,2.000,0.185,0.000,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000477715,2.000,0.164,0.000,0.000,0.163,0.000,0.000,0.000,0.000
ENSP00000477725,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000477760,8.000,0.194,51419.824,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000477781,6.000,0.175,229.904,0.000,0.174,0.000,0.000,0.000,0.000
ENSP00000477796,2.000,0.193,0.000,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000477802,8.000,0.212,58.071,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000477817,2.000,0.189,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000477829,2.000,0.208,0.000,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000477841,2.000,0.183,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000477848,6.000,0.187,25334.000,0.000,0.187,0.000,0.000,0.000,0.000
ENSP00000477856,2.000,0.157,0.000,0.000,0.156,0.000,0.000,0.000,0.000
ENSP00000477868,4.000,0.178,1020.539,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000477870,2.000,0.156,0.000,0.000,0.154,0.000,0.000,0.000,0.000
ENSP00000477878,4.000,0.205,0.000,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000477907,10.000,0.215,1440.585,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000477908,8.000,0.206,1207.947,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000477920,4.000,0.203,1583.788,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000477922,2.000,0.155,0.000,0.000,0.153,0.000,0.000,0.000,0.000
ENSP00000477973,4.000,0.200,0.000,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000477999,6.000,0.200,3.377,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000478024,8.000,0.205,3095.133,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000478026,4.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000478035,2.000,0.187,0.000,0.000,0.187,0.000,0.000,0.000,0.000
ENSP00000478059,4.000,0.159,1504.470,0.000,0.158,0.000,0.000,0.000,0.000
ENSP00000478061,4.000,0.187,0.000,0.000,0.187,0.000,0.000,0.000,0.000
ENSP00000478070,4.000,0.187,0.000,0.000,0.187,0.000,0.000,0.000,0.000
ENSP00000478121,2.000,0.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000478179,10.000,0.193,151954.000,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000478187,4.000,0.193,0.000,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000478212,4.000,0.162,0.000,0.000,0.161,0.000,0.000,0.000,0.000
ENSP00000478220,2.000,0.162,0.000,0.000,0.161,0.000,0.000,0.000,0.000
ENSP00000478249,2.000,0.193,0.000,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000478253,2.000,0.185,0.000,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000478255,2.000,0.203,0.000,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000478289,2.000,0.203,0.000,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000478303,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000478305,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000478352,2.000,0.176,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000478396,16.000,0.223,14651.935,0.000,0.226,0.000,0.000,0.000,0.000
ENSP00000478417,6.000,0.166,8953.706,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000478474,4.000,0.173,0.000,0.000,0.173,0.000,0.000,0.000,0.000
ENSP00000478479,2.000,0.185,0.000,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000478490,2.000,0.185,0.000,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000478501,4.000,0.166,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000478557,4.000,0.166,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000478561,2.000,0.207,0.000,0.002,0.210,0.002,0.002,0.000,0.000
ENSP00000478568,6.000,0.195,0.000,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000478589,2.000,0.192,0.000,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000478600,2.000,0.197,0.000,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000478609,4.000,0.186,0.000,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000478672,2.000,0.216,0.000,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000478683,6.000,0.158,0.333,0.000,0.157,0.000,0.000,0.000,0.000
ENSP00000478699,12.000,0.176,2917.186,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000478721,4.000,0.176,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000478725,8.000,0.189,5008.979,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000478754,22.000,0.206,10504.418,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000478763,4.000,0.177,14.226,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000478766,8.000,0.208,282.512,0.000,0.211,0.000,0.000,0.000,0.000
ENSP00000478767,6.000,0.185,23099.834,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000478771,8.000,0.157,26122.500,0.000,0.155,0.000,0.000,0.000,0.000
ENSP00000478783,6.000,0.185,23099.834,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000478834,2.000,0.218,0.000,0.000,0.220,0.000,0.000,0.000,0.000
ENSP00000478874,2.000,0.200,0.000,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000478877,6.000,0.200,34244.471,0.000,0.202,0.000,0.000,0.000,0.000
ENSP00000478887,4.000,0.199,1276.014,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000478892,2.000,0.230,0.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000478893,4.000,0.181,324.137,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000478927,4.000,0.194,0.000,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000478931,2.000,0.168,0.000,0.000,0.168,0.000,0.000,0.000,0.000
ENSP00000478942,2.000,0.141,0.000,0.000,0.139,0.000,0.000,0.000,0.000
ENSP00000478962,2.000,0.213,0.000,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000478982,14.000,0.198,2397.579,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000478993,4.000,0.197,164.508,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000479032,2.000,0.181,0.000,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000479064,2.000,0.185,0.000,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000479071,2.000,0.185,0.000,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000479089,2.000,0.218,0.000,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000479097,2.000,0.151,0.000,0.000,0.149,0.000,0.000,0.000,0.000
ENSP00000479106,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000479119,4.000,0.175,25334.000,0.000,0.174,0.000,0.000,0.000,0.000
ENSP00000479134,2.000,0.149,0.000,0.000,0.147,0.000,0.000,0.000,0.000
ENSP00000479153,10.000,0.196,16.684,0.000,0.196,0.000,0.000,0.000,0.000
ENSP00000479168,18.000,0.199,20569.740,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000479169,14.000,0.196,5725.330,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000479202,4.000,0.167,6473.378,0.000,0.167,0.000,0.000,0.000,0.000
ENSP00000479216,4.000,0.157,1063.673,0.000,0.155,0.000,0.000,0.000,0.000
ENSP00000479261,4.000,0.148,0.000,0.000,0.146,0.000,0.000,0.000,0.000
ENSP00000479266,10.000,0.176,13160.302,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000479284,4.000,0.180,1017.585,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000479322,4.000,0.180,1017.585,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000479326,4.000,0.180,1017.585,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000479461,10.000,0.187,11423.280,0.000,0.187,0.000,0.000,0.000,0.000
ENSP00000479488,10.000,0.184,7014.863,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000479494,6.000,0.158,16.386,0.000,0.157,0.000,0.000,0.000,0.000
ENSP00000479504,12.000,0.187,21029.192,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000479526,4.000,0.194,25334.000,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000479536,4.000,0.162,5281.847,0.000,0.161,0.000,0.000,0.000,0.000
ENSP00000479542,8.000,0.202,30150.658,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000479586,2.000,0.168,0.000,0.000,0.167,0.000,0.000,0.000,0.000
ENSP00000479598,6.000,0.172,3.000,0.000,0.171,0.000,0.000,0.000,0.000
ENSP00000479606,4.000,0.208,2281.245,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000479617,6.000,0.210,28867.328,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000479624,4.000,0.216,25334.000,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000479656,2.000,0.178,0.000,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000479667,4.000,0.165,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000479669,2.000,0.215,0.000,0.000,0.217,0.000,0.000,0.000,0.000
ENSP00000479675,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000479708,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000479719,2.000,0.183,0.000,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000479745,6.000,0.210,3579.617,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000479762,2.000,0.165,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000479794,6.000,0.178,2261.402,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000479811,4.000,0.148,0.000,0.000,0.146,0.000,0.000,0.000,0.000
ENSP00000479816,8.000,0.148,3.000,0.000,0.146,0.000,0.000,0.000,0.000
ENSP00000479844,2.000,0.188,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000479860,2.000,0.214,0.000,0.000,0.216,0.000,0.000,0.000,0.000
ENSP00000479861,2.000,0.179,0.000,0.000,0.178,0.000,0.000,0.000,0.000
ENSP00000479870,2.000,0.207,0.000,0.001,0.209,0.001,0.001,0.000,0.000
ENSP00000479889,6.000,0.239,6210.996,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000479904,2.000,0.153,0.000,0.000,0.152,0.000,0.000,0.000,0.000
ENSP00000479910,4.000,0.181,25334.000,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000479919,6.000,0.152,14521.942,0.000,0.151,0.000,0.000,0.000,0.000
ENSP00000479953,6.000,0.179,6231.896,0.000,0.178,0.000,0.000,0.000,0.000
ENSP00000479955,6.000,0.193,1371.421,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000479964,8.000,0.182,882.661,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000479969,6.000,0.177,0.000,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000480004,14.000,0.226,11041.469,0.000,0.229,0.000,0.000,0.000,0.000
ENSP00000480012,2.000,0.196,0.000,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000480027,2.000,0.171,0.000,0.000,0.171,0.000,0.000,0.000,0.000
ENSP00000480035,2.000,0.186,0.000,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000480043,4.000,0.185,306.294,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000480050,6.000,0.188,90.559,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000480053,4.000,0.188,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000480056,2.000,0.135,0.000,0.000,0.133,0.000,0.000,0.000,0.000
ENSP00000480090,8.000,0.223,20100.501,0.000,0.226,0.000,0.000,0.000,0.000
ENSP00000480122,2.000,0.165,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000480132,4.000,0.165,588.723,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000480140,4.000,0.204,2915.958,0.000,0.205,0.000,0.000,0.000,0.000
ENSP00000480150,2.000,0.181,0.000,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000480157,2.000,0.191,0.000,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000480186,2.000,0.176,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000480240,8.000,0.212,3645.482,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000480270,4.000,0.230,5875.023,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000480279,2.000,0.209,0.000,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000480291,2.000,0.159,0.000,0.000,0.158,0.000,0.000,0.000,0.000
ENSP00000480301,4.000,0.176,4914.708,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000480316,2.000,0.148,0.000,0.000,0.146,0.000,0.000,0.000,0.000
ENSP00000480322,2.000,0.145,0.000,0.000,0.143,0.000,0.000,0.000,0.000
ENSP00000480332,4.000,0.170,25334.000,0.000,0.169,0.000,0.000,0.000,0.000
ENSP00000480359,4.000,0.208,197.257,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000480364,10.000,0.193,152736.289,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000480378,2.000,0.189,0.000,0.000,0.190,0.000,0.000,0.000,0.000
ENSP00000480401,4.000,0.176,2977.323,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000480405,4.000,0.188,25334.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000480421,2.000,0.158,0.000,0.000,0.156,0.000,0.000,0.000,0.000
ENSP00000480428,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000480467,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000480474,4.000,0.170,50664.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000480483,4.000,0.145,25334.000,0.000,0.144,0.000,0.000,0.000,0.000
ENSP00000480484,2.000,0.170,0.000,0.000,0.169,0.000,0.000,0.000,0.000
ENSP00000480489,2.000,0.180,0.000,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000480514,4.000,0.196,39013.190,0.000,0.196,0.000,0.000,0.000,0.000
ENSP00000480524,2.000,0.171,0.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000480527,2.000,0.188,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000480535,6.000,0.184,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000480538,6.000,0.184,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000480549,2.000,0.201,0.000,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000480558,2.000,0.158,0.000,0.000,0.157,0.000,0.000,0.000,0.000
ENSP00000480571,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000480637,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000480680,4.000,0.224,228.823,0.000,0.227,0.000,0.000,0.000,0.000
ENSP00000480703,6.000,0.165,872.760,0.000,0.163,0.000,0.000,0.000,0.000
ENSP00000480707,8.000,0.189,15351.791,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000480715,2.000,0.124,0.000,0.000,0.122,0.000,0.000,0.000,0.000
ENSP00000480722,2.000,0.124,0.000,0.000,0.122,0.000,0.000,0.000,0.000
ENSP00000480750,2.000,0.206,0.000,0.001,0.208,0.001,0.001,0.000,0.000
ENSP00000480763,4.000,0.156,0.222,0.000,0.154,0.000,0.000,0.000,0.000
ENSP00000480791,6.000,0.164,31.574,0.000,0.162,0.000,0.000,0.000,0.000
ENSP00000480798,2.000,0.241,0.000,0.000,0.244,0.000,0.000,0.000,0.000
ENSP00000480821,2.000,0.135,0.000,0.000,0.133,0.000,0.000,0.000,0.000
ENSP00000480826,4.000,0.156,25334.000,0.000,0.154,0.000,0.000,0.000,0.000
ENSP00000480836,6.000,0.194,26798.589,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000480851,2.000,0.181,0.000,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000480853,2.000,0.171,0.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000480916,6.000,0.199,25818.446,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000480960,2.000,0.166,0.000,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000480966,2.000,0.180,0.000,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000480971,2.000,0.212,0.000,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000480987,2.000,0.179,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000480991,2.000,0.201,0.000,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000481006,4.000,0.222,1704.769,0.000,0.225,0.000,0.000,0.000,0.000
ENSP00000481012,4.000,0.207,36.998,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000481021,2.000,0.184,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000481029,2.000,0.177,0.000,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000481038,4.000,0.164,0.500,0.000,0.163,0.000,0.000,0.000,0.000
ENSP00000481056,8.000,0.181,9025.254,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000481091,2.000,0.168,0.000,0.000,0.168,0.000,0.000,0.000,0.000
ENSP00000481126,2.000,0.143,0.000,0.000,0.141,0.000,0.000,0.000,0.000
ENSP00000481127,2.000,0.230,0.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000481152,2.000,0.199,0.000,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000481249,2.000,0.213,0.000,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000481301,6.000,0.235,10559.638,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000481357,2.000,0.213,0.000,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000481380,2.000,0.213,0.000,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000481450,4.000,0.207,2798.700,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000481465,6.000,0.209,7211.854,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000481486,6.000,0.206,5612.868,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000481495,4.000,0.192,692.461,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000481554,4.000,0.223,3886.066,0.000,0.225,0.000,0.000,0.000,0.000
ENSP00000481559,2.000,0.198,0.000,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000481570,2.000,0.198,0.000,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000481575,6.000,0.170,30834.338,0.000,0.169,0.000,0.000,0.000,0.000
ENSP00000481592,4.000,0.202,25334.000,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000481622,2.000,0.192,0.000,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000481633,2.000,0.208,0.000,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000481646,2.000,0.218,0.000,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000481675,4.000,0.130,0.000,0.000,0.128,0.000,0.000,0.000,0.000
ENSP00000481683,4.000,0.130,0.000,0.000,0.128,0.000,0.000,0.000,0.000
ENSP00000481684,2.000,0.224,0.000,0.006,0.229,0.006,0.006,0.000,0.000
ENSP00000481697,2.000,0.184,0.000,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000481733,6.000,0.188,25334.000,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000481750,2.000,0.158,0.000,0.000,0.157,0.000,0.000,0.000,0.000
ENSP00000481762,6.000,0.175,61258.443,0.000,0.174,0.000,0.000,0.000,0.000
ENSP00000481780,2.000,0.198,0.000,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000481841,4.000,0.202,0.000,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000481842,4.000,0.202,0.000,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000481848,4.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000481850,4.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000481859,4.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000481886,2.000,0.183,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000481893,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000481912,4.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000481920,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000481994,2.000,0.174,0.000,0.000,0.173,0.000,0.000,0.000,0.000
ENSP00000482027,4.000,0.183,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000482032,2.000,0.180,0.000,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000482063,2.000,0.166,0.000,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000482075,2.000,0.182,0.000,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000482093,2.000,0.168,0.000,0.000,0.167,0.000,0.000,0.000,0.000
ENSP00000482107,4.000,0.187,2348.699,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000482133,14.000,0.211,85009.982,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000482169,6.000,0.178,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000482180,2.000,0.163,0.000,0.000,0.161,0.000,0.000,0.000,0.000
ENSP00000482202,2.000,0.163,0.000,0.000,0.161,0.000,0.000,0.000,0.000
ENSP00000482218,2.000,0.184,0.000,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000482232,6.000,0.225,25881.201,0.006,0.231,0.006,0.006,0.000,0.000
ENSP00000482245,2.000,0.130,0.000,0.000,0.128,0.000,0.000,0.000,0.000
ENSP00000482259,2.000,0.206,0.000,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000482263,2.000,0.140,0.000,0.000,0.138,0.000,0.000,0.000,0.000
ENSP00000482264,4.000,0.210,0.000,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000482285,4.000,0.205,0.000,0.000,0.205,0.000,0.000,0.000,0.000
ENSP00000482304,2.000,0.170,0.000,0.000,0.169,0.000,0.000,0.000,0.000
ENSP00000482306,2.000,0.170,0.000,0.000,0.169,0.000,0.000,0.000,0.000
ENSP00000482313,4.000,0.231,17361.883,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000482335,2.000,0.167,0.000,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000482358,6.000,0.166,50666.000,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000482410,6.000,0.153,50664.000,0.000,0.151,0.000,0.000,0.000,0.000
ENSP00000482431,2.000,0.171,0.000,0.000,0.169,0.000,0.000,0.000,0.000
ENSP00000482437,2.000,0.184,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000482438,4.000,0.170,1045.496,0.000,0.169,0.000,0.000,0.000,0.000
ENSP00000482457,4.000,0.202,22554.658,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000482486,2.000,0.170,0.000,0.000,0.169,0.000,0.000,0.000,0.000
ENSP00000482504,6.000,0.212,845.481,0.000,0.214,0.000,0.000,0.000,0.000
